Paragraph 212 of the 3.5 GHz Report and Order states:
02164000100
02230000100
02105000200
02105000300
02150000100
02150000400
02150000200
02150000300
02150000500
02188000200
02188000100
02130000100
02130000200
02130000300
02130000400
02090001800
02090000900
02090001400
02090001500
02090001600
02090001700
02090001900
02090000800
02198940100
02198000100
02198000300
02198000200
02220000100
02220000200
02180000100
02180000200
02170000800
02170000900
02170000102
02170000402
02170000101
02170000401
02170000502
02170000501
02170000604
02170001201
02170001001
02170000706
02170001202
02170001004
02170000601
02170001003
02170000703
02170000701
02170000705
02170000603
02195000200
02275000300
02282000100
02261000100
02261000200
02261000300
02122000100
02122000200
02122000500
02122001200
02122000400
02122000800
02122000700
02122001000
02122000600
02122000300
02122001100
02122001300
02122000900
02290000300
02290000200
02290000400
02290000100
02170000200
02170001300
02170000300
02170001100
02100000100
02060000100
02068000100
02050000100
02050000200
02050000300
04019004316
04019940800
04019470400
04017963400
04017964800
04017965200
04017965300
04017962500
04017964201
04017963700
04017940010
04017940301
04017940012
04017940008
04017940011
04017940013
04017940302
04017961700
04017964900
04017940015
04017940014
04017963800
04017964202
04017963300
04017942500
04017942400
04017961300
04019940600
04017960600
04017960500
04017960400
04017960200
04017960100
04017942300
04017940100
04019004313
04019004107
04019940700
04012980000
04012020202
04012020201
04012020502
04012020501
04012940200
04012020602
04012940300
04012020100
04007000302
04007000100
04007000600
04007000400
04007001300
04007000700
04007000800
04007000500
04007000301
04007000200
04007940400
04007001000
04007000900
04007001200
04007001100
04007940200
04025002100
04025001401
04025001702
04025002003
04025002001
04025000203
04025001701
04025002002
04025001703
04025001603
04025001601
04025001602
04025002004
04025001403
04025000204
04025001802
04025001801
04025001300
04027011202
04027980003
04027012100
04027011201
04021002002
04021002003
04021002103
04021002200
04021001100
04021001000
04021000400
04021000700
04021002400
04021002300
04021002102
04021002101
04005002300
04005944900
04005945200
04005945000
04005942202
04011960300
04011960200
04011960100
04023966105
04023966104
04023966101
04023966000
04005942201
04005945100
04005001700
04005002100
04005002000
04005001600
04013040502
04009961201
04009961202
04009961300
04009961500
04009961400
04009940500
04009961700
04009961100
04009961600
04003000202
04003000303
04003000301
04003000901
04003000902
04003000201
04003000302
04003000203
04003001300
04003000400
04003000500
04003000800
04003000700
04003000600
04003000100
04003001200
04003001100
04003001000
04015952004
04015952003
04015950401
04013980100
04015950706
04015955000
04015952002
04015950402
04015950100
04015940400
04013723305
04013941200
04001944201
04001945001
04001944901
04001945002
04001944902
04001944202
04001970501
04001970502
04001942700
04001970300
04001970200
04001945100
04001942600
04001944100
04001944000
04001944300
04013940700
05085020500
05085020700
05085020400
05085020302
05085020600
05085020800
05101180100
05101180200
05131010202
05107480600
05107480200
05107480500
05107480400
05107480300
05107480100
05143010504
05143011103
05143011004
05143011002
05131010102
05131010302
05111490400
05111490300
05111490700
05111490100
05111490600
05111490500
05111490200
05013480200
05013480100
05027950500
05027950400
05027950200
05027950300
05027950100
05081030101
05081030102
05081030300
05081030200
05053470400
05053470200
05053470100
05053470300
05121960301
05121960302
05121960100
05121960200
05005950200
05005950100
05005950400
05005950300
05005950800
05005950900
05005950600
05005950500
05005950700
05105952700
05105952900
05105952800
05021950500
05021950600
05021950400
05021950100
05021950300
05021950200
05015950300
05015950500
05015950200
05015950400
05015950100
05023480501
05023480201
05023480502
05023480202
05023480100
05023480400
05023480300
05109953500
05109953400
05109953300
05025970200
05025970100
05079960600
05079960500
05079960400
05079960300
05123960500
05123960400
05123960300
05123960600
05123960200
05123960100
05017080300
05017080400
05017080200
05017080100
05039970200
05039970300
05039970100
05001480500
05119004004
05001480400
05001480300
05001480700
05001480100
05001480600
05001480200
05001480800
05061950300
05061950100
05061950200
05139950100
05139951000
05139950900
05139950800
05139950700
05139950600
05139950500
05139950300
05139950200
05139950400
05099090200
05099090100
05099090300
05051012001
05049550200
05049550100
05035030701
05041950100
05041950300
05041950200
05041950500
05041950400
05051012002
05051010300
05051011100
05035031100
05115950700
05115951100
05115951000
05145070600
05145070100
05145071200
05145071000
05145070300
05145070200
05089960201
05089960202
05089960300
05089960100
05075470501
05075470502
05075470100
05075470300
05075470400
05075470200
05137950201
05137950202
05137950100
05119004201
05119003403
05031001000
05095950300
05095950100
05095950200
05087960300
05087960400
05087960200
05087960100
05065960100
05065960400
05065960300
05065960200
05045030103
05045030101
05045030302
05045030303
05045030102
05045030104
05117460100
05117460200
05117460300
05047950100
05047950300
05047950200
05045030200
05077470300
05077470200
05077470100
05077470400
05067480300
05067480400
05067480100
05067480200
05067480500
05043490200
05043490400
05043490500
05043490300
05043490100
05019953601
05019953602
05019953900
05019953800
05019953700
05037950600
05037950100
05037950300
05037950500
05037950400
05037950200
05057480500
05057480300
05057480100
05073470200
05073470100
05057480200
05057480400
05029950400
05029950300
05029950500
05029950200
05029950600
05029950100
05055480100
05093011400
05093011100
05093011000
05093010100
05093010200
05093011300
05093011200
05093010600
05093010300
05093010900
05093010800
05093010700
05033020201
05033020100
05033020402
05127950200
05127950300
05127950100
05007021101
05007021102
05007021405
05007021202
05007021001
05129970300
05129970200
05007021201
05007021002
05007021301
05113950600
05113950300
05113950500
05113950400
05113950200
05113950100
05129970100
05009790501
05009790502
05009790600
05009790300
05009790200
05009790400
05009790100
05011950100
05011950200
05011950400
05011950500
05011950300
05069002400
05103950500
05103950400
05103950300
05103950600
05103950100
05103950200
05149952301
05149952401
05149952402
05149952302
05071952000
05071952100
05071951900
05071952200
05071951800
05071951700
05069002300
05125010405
05125010507
05125010506
05125010407
05125010406
05149952500
05149952600
05069000102
05135470100
05135470300
05135470200
05135470400
05083950300
05083950100
05083950500
05083950400
05083950200
05083950600
05147490200
05147490100
05063490500
05063490700
05063490800
05063490600
05063490400
05063490300
05063490200
05063490100
05059020300
05059020200
05059020700
05059020500
05059020400
05059020100
05059020600
05003960700
05003960600
05003960500
05003960300
05003960400
05003960200
05003960100
05097953000
05097953200
05097953100
05133080400
05133080300
05133080200
05133080100
05141460301
05141460302
05141460200
05141460400
05141460100
06011000500
06011000200
06011000400
06011000300
06011000100
06103000500
06103000600
06103000200
06103000800
06103000700
06103000900
06103000300
06103000100
06103001000
06103000400
06103001100
06083980100
06083001800
06083001906
06083001905
06083001903
06083001901
06025010101
06025010102
06025010200
06025012302
06025012301
06025011000
06025010900
06025011100
06025012400
06025010800
06053014800
06053011203
06053011801
06053014201
06053014202
06053011802
06053011303
06053011304
06053011204
06053011604
06053011602
06053011502
06005000304
06005000101
06005000303
06005000102
06005000402
06005000500
06005000401
06005000301
06005000200
06053014105
06053010804
06053011400
06053012402
06053012200
06053012100
06053012000
06053013400
06053014302
06053014301
06061990000
06053011900
06053010102
06053011302
06053011202
06061022200
06061022100
06061022300
06061020401
06053014102
06053011000
06053011700
06061021603
06009000503
06009000501
06009000121
06009000504
06009000122
06009000400
06009000300
06009000220
06009000120
06009000210
06061021604
06061020402
06061022013
06061022011
06061022014
06061020104
06061021501
06051000101
06051000102
06051000200
06061021901
06061020105
06061020107
06061021802
06061021902
06061022002
06061021801
06061020200
06061021502
06061020300
06061020106
06097154302
06097153704
06097153705
06093000701
06093000703
06093000702
06093000900
06093000100
06093001000
06093000300
06093001200
06093000400
06093000500
06093000600
06093000800
06093001100
06093000200
06097990100
06097150305
06097154201
06097154202
06097154303
06097154304
06097150306
06097150203
06097150204
06097153706
06097150304
06097150202
06097150303
06097150100
06097153703
06029005506
06029005600
06029005700
06029006100
06029006003
06029006301
06029004102
06029004000
06029004101
06029005201
06029004200
06029005900
06029006500
06029006303
06029005507
06029006006
06029005801
06029005802
06029005508
06029005203
06029005204
06029004701
06029004702
06029006008
06029006304
06029003305
06029006007
06029003306
06029003400
06029006002
06029006004
06029003304
06029003500
06029003600
06029003303
06113011300
06113011400
06113011500
06039000201
06039000106
06039000202
06039000109
06039000104
06039000103
06039000102
06039000400
06039000509
06045011001
06045011102
06045011002
06045990100
06045010802
06045010700
06045010801
06045011700
06045011600
06045011500
06045011400
06045011300
06045010900
06045010600
06045011200
06045010200
06045011800
06045010500
06045010300
06045010100
06045010400
06067009403
06067009406
06067009404
06067009800
06039000300
06039000108
06107000702
06107000202
06107000600
06115041100
06115040800
06115040902
06107000302
06107000100
06107002602
06107004300
06107002601
06107000701
06107000201
06107002800
06107002500
06107002700
06107004200
06107004500
06107003200
06107004400
06073019106
06073019107
06073021100
06073020903
06063000501
06073020904
06063000502
06063000100
06073021000
06073020902
06073020811
06063000202
06063000201
06063000400
06063000300
06073019002
06073019101
06073019103
06099003400
06069000801
06099003500
06099002801
06089012603
06089011801
06089012604
06089012601
06089012400
06089012500
06089012303
06089012200
06089012702
06089012701
06041132100
06041132200
06019007801
06043000302
06043000301
06043000101
06043000102
06043000400
06043000200
06019007901
06019006502
06019001600
06019008402
06019008401
06019008100
06019008000
06019007500
06019007201
06019007202
06019004001
06019007802
06019008502
06019008501
06019006501
06019006403
06019006402
06019007300
06019008301
06019008200
06003010000
06019006405
06019006404
06019007700
06019006900
06019008302
06019007400
06019004100
06019003900
06019007902
06019004002
06021010502
06021010400
06021010300
06021010200
06021010100
06021010501
06035040303
06035040304
06035040305
06035040200
06035040500
06035040400
06035040302
06035040600
06035040100
06015990000
06015000104
06015000105
06015000201
06015000203
06015000101
06015000102
06015000202
06079010504
06079010503
06079010602
06079010707
06079011504
06079010002
06079012302
06079011400
06079012401
06079010701
06079011901
06079012402
06079010703
06079012200
06081613502
06081613800
06081613600
06079012000
06079011902
06079011800
06055201601
06055201602
06055201403
06055201500
06055201300
06055202000
06055201900
06055201800
06055201700
06079012102
06079990000
06079011704
06079011701
06079010603
06079010404
06079010403
06077005501
06077004703
06057001203
06057001205
06057001204
06057001206
06057000801
06057000900
06057000802
06057000102
06057000702
06057000701
06057000600
06057000502
06057000501
06057000402
06057000401
06057000300
06057000200
06057000103
06057000105
06057000104
06077004701
06077004800
06077004901
06077004902
06071011404
06071011206
06071025100
06071025000
06071011203
06071011403
06071010901
06071009201
06071010419
06071011204
06071011401
06071011205
06071010803
06071010423
06071010417
06071012103
06071011600
06071009109
06071008901
06071011102
06071011001
06071010804
06071010700
06071011300
06071010300
06071009107
06071940100
06065044403
06065044404
06065044402
06101050701
06101050702
06065940100
06101050800
06101051100
06101050900
06065044405
06065047202
06065047201
06105000101
06105000102
06105000400
06105000200
06105000300
06013304002
06013304005
06013304004
06013304003
06111000304
06111000302
06111000303
06111980000
06111000100
06111000200
06017032000
06017031900
06017030505
06017031504
06017031000
06017031406
06017031301
06017031100
06109985202
06109003100
06109004100
06109002200
06109003200
06109002100
06109005201
06109005100
06109001200
06109001100
06109004200
06017030602
06017031404
06017031405
06017030603
06017031200
06017031302
06017030601
06017031402
06033000100
06033000702
06033000701
06033000801
06033000802
06033000501
06033000502
06033001300
06033001200
06033000600
06033001100
06033001000
06033000900
06033000400
06033000300
06007003700
06007003502
06007003501
06007003002
06007003001
06007002602
06007002601
06007001704
06007001703
06007001702
06049000100
06049000300
06049000400
06049000200
06007003300
06007003200
06007003100
06007002900
06007002800
06007002700
06007002500
06007003400
06007003600
06027000100
06047002000
06047000303
06027000800
06027000500
06027000300
06027000400
06027000200
06095253404
06047002100
06095253403
06047002402
06047002401
06047000401
06047001902
06047001901
06031981800
06031000300
06031001701
06095253500
06023011600
06023011500
06023940000
06023010902
06023010901
06023001101
06023990100
06023010502
06023010501
06023010400
06023010300
06023010200
06095253402
06023011000
06023010800
06023011200
06023011100
06023010600
06023001000
06023001200
06023010102
06023000900
06037900104
06037900103
06037800330
06037900102
06037980003
06037901210
06037990300
06037990100
06037599100
06037910805
06037599000
06037920012
06037920011
06037910811
06037901209
06037920026
08051963900
08051963700
08051963600
08051963800
08021974900
08021974800
08071000800
08071000100
08071000200
08071000300
08071000500
08071000400
08037000703
08037000301
08037000702
08037000402
08037000501
08037000502
08037000302
08037000403
08037000701
08037000401
08037000503
08037000100
08037000600
08037000200
08043979400
08043980200
08043979100
08043978100
08043978200
08043979000
08043980300
08043979200
08043978800
08043980100
08043978600
08043978300
08043978500
08043978400
08045951901
08045951701
08045951902
08045951702
08045952001
08045952002
08045951803
08045951804
08045951600
08045951802
08045952100
08067970704
08067970703
08067970701
08067940300
08001008402
08027970100
08097000500
08097000401
08097000402
08097000100
08025969600
08117000402
08117000401
08117000100
08117000200
08117000300
08089968100
08089968200
08089968400
08089968300
08089968600
08089968000
08089968500
08067971100
08067971000
08067970900
08067970800
08067940400
08067970600
08011966700
08017960600
08039961209
08039961208
08039961207
08039961206
08039961205
08039961204
08039961100
08069002803
08069002802
08069002503
08125963200
08125963100
08069002801
08069002401
08069002502
08069002402
08069001903
08065961900
08065961700
08029965100
08029965200
08029964600
08029965000
08023972700
08023972600
08029964900
08029964800
08029964700
08003960300
08003960200
08113968102
08113968101
08113968103
08113968200
08087000600
08087000200
08087000100
08087000500
08087000800
08087000400
08087000300
08087000700
08099000700
08079973600
08073961700
08073961800
08099000200
08099000100
08099000300
08099000600
08059009850
08059012032
08059012033
08059012026
08059012037
08059012031
08059012030
08059009846
08059009847
08059009848
08059012058
08083941100
08083969400
08083969100
08083969200
08103951200
08103951100
08083969000
08083969600
08083969300
08115968300
08003960000
08003960100
08035014202
08035014300
08035014602
08063962200
08063962300
08063962100
08101980100
08095967600
08095967700
08091967600
08033000100
08109977600
08109977700
08105976700
08105977000
08105976800
08101003200
08101002804
08077001800
08035014404
08035014203
08035014204
08009964600
08009964700
08013013702
08049000201
08049000202
08049000100
08013013202
08013013602
08019014700
08019014900
08019014800
08075966300
08075966200
08075966100
08075966000
08075966400
08075965900
08081000600
08081000500
08081000400
08081000300
08119010202
08119010201
08119010105
08119010104
08119010103
08119010106
08061960100
08053973100
08015000401
08015000402
08015000100
08015000200
08015000300
08057955600
08123001906
08123002208
08123001800
08123002502
08123002300
08123001600
08123002501
08111972600
08085966502
08085966601
08085966602
08085966201
08085966503
08085966501
08085966202
08085966100
08085966400
08085966300
08123002013
08123002012
08121924100
08121924200
08123002014
08123002011
08123002015
08123001905
08123002021
08123002020
08123002016
08123002018
08107000800
08107000700
08107000500
08107000200
08107000400
08107000600
08107000300
08107000100
08123002004
08007940400
08007974200
08007974400
08007974300
08047013800
08093000500
08093000400
08093000100
08093000300
08093000200
08041003801
08041004601
08041007602
08055960900
08055960600
08005007103
08005007101
08041003909
09001105200
09011716102
09011716101
09011713100
09011714101
09011712100
09011709100
09011709200
09011702100
09011702700
09011702800
09011702900
09011980000
09011702300
09011702400
09011702500
09011702600
09011703000
09011870100
09011701100
09011701200
09011710100
09011650100
09011695201
09011695202
09011707100
09011660101
09011660102
09011700100
09011715100
09011711100
09011705200
09011705300
09011705400
09011708100
09011693300
09011693400
09011693500
09011693600
09011693700
09011870704
09011870703
09011870701
09011870502
09011870501
09011705102
09011714104
09011714103
09011705101
09011870200
09013526101
09013890201
09015830100
09015906100
09015815000
09015902200
09015820000
09015907300
09015825000
09015908100
09015800400
09015800500
09015800300
09015800700
09015800600
09013860100
09013890100
09003330100
09007990100
09007550100
09007550202
09007595102
09007550201
09007595101
09005320100
09005342100
09005250100
09005293100
09005263200
09005296100
09005298300
09005298400
09005266100
09005300100
09005300400
09005303100
09005260200
09005261100
09005262100
09005265100
09005320200
09005425600
10001043400
10001990000
10001041701
10001040201
10001040203
10001040202
10001042500
10001040100
10001043100
10001043000
10001042900
10001042800
10001042201
10001041900
10001041702
10001042202
10001042100
10001042000
10003016801
10003016904
10003016804
10005990000
10005051203
10005051202
10005051204
10005050704
10005050703
10005050408
10005050405
10005051306
10005051305
10005051205
10005050706
10005051201
10005051101
10005051102
10005051006
10005051103
10005051007
10005050705
10005051005
10005050504
10005050406
10005050503
10005050901
10005051004
10005050902
10005050104
10005050407
10005050105
10005050301
10005050101
10005051500
10005051400
10005051302
10005051303
10005051301
10005050802
10005050803
10005050401
10005050701
10005050200
10005050103
10005050602
10005050601
10005051701
10005051801
10005050403
10005051003
10005051900
10005051802
10005051702
10005050801
10005050302
10005050501
10003016901
10003016604
12009980100
12009990000
12009065234
12017450302
12017450500
12017451700
12017450800
12017451000
12017451200
12017451300
12017451400
12017450102
12017450101
12017450702
12017450701
12017450304
12017450303
12017450400
12017450202
12017450201
12017450602
12017450601
12017990000
12017451602
12017451502
12017451501
12017450902
12017450901
12017451102
12017451601
12017451101
12037970200
12037970100
12037970304
12037970302
12037990000
12037990100
12009060102
12009060101
12009065235
12047960200
12047960300
12047960100
12063211100
12063211000
12063210900
12063210500
12063210200
12063210400
12063210300
12063210100
12063210600
12063210800
12063210700
12087970800
12087970900
12087970200
12087971002
12087980000
12087980100
12087990000
12087970300
12081001914
12087971501
12087971300
12081990000
12093910300
12093990000
12093910602
12093910102
12093910403
12093910500
12071070101
12093910601
12093910202
12093910401
12093910101
12093910201
12093910402
12081002010
12087971001
12087971700
12087971401
12087971502
12087971600
12087971100
12087971200
12087971402
12087970400
12087970500
12087970600
12087970700
12071070200
12029970102
12029970200
12029990000
12029970101
12069030102
12071080100
12069030107
12069030106
12071030300
12071990000
12071090100
12071980000
12065250200
12065250102
12065250101
12065990000
12033003800
12033003900
12033004000
12033990000
12045960300
12045960200
12045960100
12045990000
12067960100
12067960200
12023110300
12023110500
12023110700
12023110800
12023110400
12023110602
12023110901
12023110601
12023110202
12023110201
12023110904
12023110903
12086980100
12129010203
12129010201
12129010100
12129010202
12129990000
12057013907
12057980300
12057013903
12057980400
12013010100
12013010300
12013010200
12057980200
12057010214
12057990100
12003040202
12003040101
12003040201
12003040102
12115990000
12101032200
12101032500
12101032300
12101032700
12101032803
12101032902
12101032903
12101032904
12101033102
12083002701
12083002702
12083000601
12083000602
12101032402
12101032602
12101032801
12101033005
12101033006
12101033009
12101033010
12101032401
12121970600
12121970100
12121970200
12121970400
12121970500
12121970302
12121970301
12101033011
12101033013
12101033014
12101033101
12101032802
12101032804
12101032901
12101033007
12109020500
12109021301
12101033012
12101990000
12007000300
12007000400
12007000100
12007000200
12109021302
12109020400
12109990200
12109021002
12109020200
12123950100
12123950300
12123950400
12123950200
12083000100
12083000200
12083000402
12083000502
12083000501
12083000605
12083000604
12083001004
12083001003
12101032601
12101033008
12109020300
12109021406
12109021407
12109021405
12109021403
12109021004
12123990000
12083980000
12083002604
12083000401
12083980100
12085001801
12109021102
12109021003
12109021101
12109021206
12055960200
12055960300
12055960400
12055961400
12055961500
12055961700
12055960700
12055960900
12055961000
12055961100
12055961200
12085001802
12109021205
12109021404
12109021103
12109021204
12109021203
12055960800
12055980200
12055960101
12055980100
12055960502
12055961302
12055961301
12055960602
12055980000
12055961603
12085990000
12085990100
12019031105
12019031108
12019031106
12019031104
12083002601
12055961602
12055960103
12055960501
12055960102
12055960601
12055961601
12039020400
12039020800
12039020300
12039020500
12039020701
12039020702
12083002602
12051000300
12051000100
12051000200
12051000402
12051000401
12051990000
12051000600
12005000806
12005000804
12005000805
12005000803
12005002607
12005990000
12005002604
12035990000
12125960200
12125960100
12125960300
12053990000
12099007822
12099007823
12005002608
12005001403
12005002705
12005002605
12005002606
12005002603
12005002704
12043000100
12043000200
12043000300
12043990000
12131950200
12131950400
12131950101
12131950102
12131950601
12131950502
12131950603
12131950301
12131950302
12099008102
12099008201
12099008202
12099008203
12099008301
12001002102
12005002703
12005000201
12131950501
12131950602
12131990000
12027010200
12027010301
12027010302
12027010404
12027010406
12027010101
12027010102
12027010405
12099008001
12099008002
12041950100
12041950204
12041950202
12041950201
12041950203
12099008302
12099008101
12059960300
12059960400
12059960100
12059960200
12005000600
12005000700
12005000900
12005001402
12079110200
12079110100
12079110301
12079110302
12079110400
12097043201
12005002601
12005000202
12005002701
12005002702
12105011721
12105013300
12105011603
12105012306
12105012305
12075970400
12075970700
12075970200
12075970500
12075970600
12075970102
12075970302
12075970101
12075970301
12075990000
12061050902
12061050302
12061050804
12061050604
12105014203
12105013102
12105015600
12105015702
12105014125
12105014702
12105015802
12105015801
12015990000
12061050605
12061050606
12061050301
12105016100
12105014202
12105015701
12105015404
12105012408
12105015402
12099990100
12061050402
12061050503
12061050704
12061050705
12061050504
12105016002
12105016001
12105014301
12105014302
12105014201
12105015401
12105015500
12105013101
12105013103
12105013200
12105012409
12105013001
12105012407
12105016003
12105015405
12105980000
12053040101
12053040102
12053040201
12061050505
12061050904
12061980000
12061990000
12061050501
12001002210
12001001801
12001001806
12001002101
12095990000
12053040301
12021010401
12021010405
12021010414
12021010413
12021010802
12021010702
12021010215
12021010107
12021010109
12021010415
12021010904
12021011001
12049970300
12049970400
12049970102
12049970101
12049970202
12049970201
12133970102
12133970200
12133970104
12133970103
12133970301
12133970303
12133970302
12021010701
12021010601
12021010602
12021000200
12021000302
12021000600
12021000700
12021010300
12021010801
12021010412
12021010408
12021010604
12021010205
12021000102
12107951200
12107951401
12107950400
12107950500
12107950700
12107950300
12107950600
12107950202
12107951000
12107950900
12107950800
12107951300
12107950201
12107950100
12107951402
12107951100
12107980000
12021990000
12021000401
12021000402
12021010106
12021010209
12021010105
12021010905
12021010418
12021010210
12113010200
12113010100
12119910900
12119910500
12119911000
12119910402
12119910602
12119910401
12119910601
12119910300
12119910700
12119911500
12119980000
12127090102
12021010803
12021011102
12021010902
12021010211
12021010212
12021010108
12021010213
12021010110
12021010208
12021010416
12113010813
12113010812
12113010814
12113990000
12021011201
12021000301
12021000500
12021000101
12021010102
12021010417
12021010505
12021010506
12021010903
12021011106
12021011103
12021010509
12089050400
12089050302
12089050303
12089050301
12111381101
12111381102
12021010508
12021010507
12021010510
12021010605
12021010606
12021011002
12021011105
12089050102
12089050202
12089050101
12089050504
12089050201
12089050203
12089990000
12091020100
12091020800
12091021400
12091021600
12091021700
12091022300
12111990000
12091022600
12091022700
12091022900
12091023100
12091023200
12091022400
12091022500
12091022800
12091020200
12077950100
12077950200
12091020900
12091021102
12091021200
12091021101
12091020302
12091021002
12091990200
12091021502
12091021501
12091990100
12091023304
12091023305
12091023303
12091023306
12091021001
12091023308
12091023307
13083040102
13083040200
13045910800
13045910900
13045910702
13045911200
13173950200
13173950100
13029920101
13029920102
13029980000
13023790100
13023790300
13023790200
13001950400
13001950500
13001950300
13001950200
13001950100
13163960100
13163960400
13163960200
13163960300
13241970302
13241970201
13241970202
13241970100
13241970301
13253200300
13253200200
13253200100
13233010700
13233010600
13233010500
13233010400
13233010300
13233010200
13233010100
13039010200
13039990000
13039010403
13039010402
13039010401
13039010601
13039010602
13039010302
13039010100
13039010500
13039010301
13127990000
13127000503
13127000404
13127000504
13127000101
13127000102
13127000403
13127000401
13127001000
13127000200
13127000300
13211010200
13211010300
13211010500
